Address,lat,lng
"Washington, DC 20036",38.9080786,-77.04061469999999
"Storrs, CT 06269",41.8193203,-72.2511833
"Burlington, VT 05405",44.4739489,-73.1943038
"Charlottesville, VA 22904",38.0340277,-78.510016
"Haverford, PA 19041",40.0022406,-75.3208107
"Manchester, NH 03106",43.0802842,-71.4536835
"Indianapolis, IN 46227",39.68016739999999,-86.1242881
"Charlotte, NC 28223",35.3064021,-80.7332216
"Asheville, NC 28804",35.6304783,-82.5510469
"Santa Clara, CA 95053",37.348667,-121.936645
"New York, NY 10016",40.74727,-73.9800645
"Eau Claire, WI 54702",44.81,-91.5
"Dayton, OH 45469",39.7395406,-84.1787904
"Stillwater, OK 74078",36.1198996,-97.0888415
"Stockton, CA 95211",37.9794321,-121.3141847
"Salt Lake City, UT 84105",40.7345053,-111.8628205
"Brunswick, ME 04011",43.9140162,-69.966996
"Reno, NV 89557",39.5445866,-119.8167317
"Naperville, IL 60540",41.7606321,-88.1437782
"Chicago, IL 60605",41.8703314,-87.62357420000001
"Reno, NV 89557",39.5445866,-119.8167317
"Ada, OH 45810",40.7694969,-83.8227148
"Weatherford, OK 73096",35.5261633,-98.7075744
"Muncie, IN 47306",40.1984632,-85.4136959
"Orono, ME 04469",44.9024546,-68.6638413
"Hanover, NH 03755",43.70195830000001,-72.2889045
"Minot, ND 58707",48.2472343,-101.301253
"Mobile, AL 36688",30.6954595,-88.174414
"College Station, TX 77843",30.6096445,-96.33959209999999
"Fort Worth, TX 76102",32.7579468,-97.3246534
"Eugene, OR 97403",44.0350489,-123.0473566
"Lexington, KY 40506",38.01961379999999,-84.4994488
"Muncie, IN 47306",40.1984632,-85.4136959
"Bowling Green, OH 43403",41.3780983,-83.6375032
"Brooklyn, NY 11210",40.6285158,-73.9447994
"San Luis Obispo, CA 93407",35.3041998,-120.6631289
"Pomona, CA 91768",34.0648167,-117.7783831
"Los Angeles, CA 90032",34.0795169,-118.1766294
"Granville, OH 43023",40.06811920000001,-82.51960369999999
"San Bernardino, CA 92407",34.216765,-117.3851496
"Statesboro, GA 30460",32.4259367,-81.7828033
"Spokane, WA 99258",47.66684009999999,-117.4041584
"Arcata, CA 95521",40.8665166,-124.0828396
"Bloomington, IN 47405",39.1714266,-86.51860219999999
"Las Cruces, NM 88003",32.2777551,-106.7455792
"Corvallis, OR 97331",44.5642722,-123.2785942
"Sharon, PA 16146",41.2340022,-80.5049445
"Portland, OR 97207",45.5211732,-122.6806194
"West Lafayette, IN 47907",40.4401775,-86.9261008
"Buffalo, NY 14260",42.8711,-78.8593199
"Saint Louis, MO 63110",38.6212468,-90.2526163
"Moraga, CA 94575",37.84,-122.13
"Salisbury, MD 21801",38.4001474,-75.632447
"San Jose, CA 95192",37.34,-121.88
"Santa Clara, CA 95053",37.348667,-121.936645
"New Haven, CT 06515",41.3266814,-72.9637728
"Philadelphia, PA 19122",39.9795244,-75.145782
"Philadelphia, PA 19122",39.9795244,-75.145782
"Hartford, CT 06106",41.743111,-72.70380469999999
"Huntsville, AL 35899",34.7354685,-86.6513478
"Davis, CA 95616",38.5449065,-121.7405167
"Boulder, CO 80309",40.0103247,-105.2889726
"Urbana, IL 61801",40.1059233,-88.2120315
"Kansas City, MO 64110",39.0362552,-94.57533939999999
"Lincoln, NE 68588",40.818253,-96.69522540000001
"Kearney, NE 68849",40.7019349,-99.0972012
"Eugene, OR 97403",44.0350489,-123.0473566
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Mobile, AL 36688",30.6954595,-88.174414
"San Antonio, TX 78249",29.5676137,-98.6050736
"Salt Lake City, UT 84112",40.7652201,-111.8419536
"Seattle, WA 98195",47.6508882,-122.3084023
"USAF Academy, CO 80840",38.9983573,-104.8617533
"West Point, NY 10996",41.39205,-73.9712488
"Lexington, VA 24450",37.78402080000001,-79.4428157
"Morgantown, WV 26506",39.654181,-79.9594886
"Wheaton, IL 60187",41.8745267,-88.1193763
"Cincinnati, OH 45207",39.1405079,-84.47239
"Birmingham, AL 35254",33.5199899,-86.8512078
"Charleston, SC 29424",32.7830575,-79.9365839
"Durham, NC 27708",35.9992263,-78.94720889999999
"Pittsburgh, PA 15282",40.4353635,-79.99130050000001
"Elgin, IL 60123",42.0361546,-88.314212
"Baton Rouge, LA 70803",30.41,-91.17999999999999
"Fargo, ND 58108",46.88,-96.78999999999999
"Tuscaloosa, AL 35487",33.207199,-87.5482025
"Berkeley, CA 94720",37.87015100000001,-122.2594606
"Orlando, FL 32816",28.6013431,-81.20092869999999
"North Dartmouth, MA 02747",41.640396,-70.9694555
"Eau Claire, WI 54702",44.81,-91.5
"Oshkosh, WI 54901",44.0291228,-88.49849909999999
"Albany, NY 12222",42.6907733,-73.8279381
"Amherst, MA 01003",42.3956556,-72.52196169999999
"Boone, NC 28608",36.2139148,-81.6795209
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"Laie, HI 96762",21.6482858,-157.9225549
"Ypsilanti, MI 48197",42.2411499,-83.61299389999999
"Elon, NC 27244",36.09827620000001,-79.5115433
"Indianapolis, IN 46202",39.7794767,-86.1700894
"Austin, TX 78704",30.24567279999999,-97.76883579999999
"Swarthmore, PA 19081",39.9020565,-75.3499123
"College Station, TX 77843",30.6096445,-96.33959209999999
"Aiken, SC 29801",33.5604168,-81.7195533
"Tampa, FL 33620",28.0634666,-82.4129729
"Nashville, TN 37235",36.1489935,-86.80411509999999
"Russellville, AR 72801",35.2785177,-93.1428341
"San Rafael, CA 94901",37.9650627,-122.503327
"Franklin, IN 46131",39.4806055,-86.0549863
"Pocatello, ID 83209",42.8612627,-112.4340616
"Southfield, MI 48075",42.4595697,-83.2398943
"Romeoville, IL 60446",41.63541540000001,-88.099845
"Raleigh, NC 27695",35.7850545,-78.68194489999999
"Norfolk, VA 23529",36.8860765,-76.30805699999999
"Rochester, NY 14623",43.0915814,-77.6421577
"Cortland, NY 13045",42.6011813,-76.1804843
"Birmingham, AL 35229",33.4412139,-86.8490126
"Santa Barbara, CA 93106",34.4135868,-119.8496976
"Houston, TX 77002",29.752554,-95.37040089999999
"Tampa, FL 33606",27.926156,-82.4563199
"Logan, UT 84322",41.6577331,-111.8434441
"Murray, KY 42071",36.6189712,-88.3044908
"Boone, NC 28608",36.2139148,-81.6795209
"Savannah, GA 31419",31.9708128,-81.15865149999999
"Turlock, CA 95382",37.5359468,-120.8613785
"Atlanta, GA 30332",33.7700012,-84.3811458
"Augusta, GA 30912",33.4706725,-81.9861463
"Fort Wayne, IN 46805",41.1024994,-85.1220031
"Decorah, IA 52101",43.30330559999999,-91.7857092
"Milwaukee, WI 53222",43.0852217,-88.0363086
"Milwaukee, WI 53222",43.0852217,-88.0363086
"Boston, MA 02115",42.339904,-71.0898892
"New Kensington, PA 15068",40.5697892,-79.7647705
"Edwardsville, IL 62026",38.7928034,-89.9953376
"Bradford, PA 16701",41.9537701,-78.7022678
"Milwaukee, WI 53201",43.03,-87.92
"Monmouth, OR 97361",44.8484524,-123.2339888
"Salt Lake City, UT 84105",40.7345053,-111.8628205
"Chapel Hill, NC 27599",35.905249,-79.0581498
"San Angelo, TX 76909",31.4418108,-100.4656497
"Brunswick, ME 04011",43.9140162,-69.966996
"Fairfax, VA 22030",38.84622359999999,-77.30637329999999
"Fairfax, VA 22030",38.84622359999999,-77.30637329999999
"Indiana, PA 15705",40.61757610000001,-79.1583807
"Ames, IA 50011",42.0288663,-93.64803069999999
"Marion, AL 36756",32.6323536,-87.3191655
"Rolla, MO 65409",37.9552246,-91.7727479
"Las Vegas, NM 87701",35.5942137,-105.2227978
"Evanston, IL 60208",42.0541119,-87.6759889
"Abington, PA 19001",40.1313817,-75.1370254
"Atlanta, GA 30314",33.7539971,-84.412014
"Dayton, OH 45469",39.7395406,-84.1787904
"Springfield, IL 62703",39.764682,-89.6345796
"University, MS 38677",34.367641,-89.5391483
"Reno, NV 89557",39.5445866,-119.8167317
"Norman, OK 73019",35.1879507,-97.4421919
"Norman, OK 73019",35.1879507,-97.4421919
"Menomonie, WI 54751",44.8755183,-91.9193422
"Laramie, WY 82071",41.3125068,-105.5855777
"Macon, GA 31210",32.8999858,-83.7411631
"Staten Island, NY 10314",40.5952146,-74.1827119
"Staten Island, NY 10314",40.5952146,-74.1827119
"Amherst, NY 14226",42.97900670000001,-78.792272
"Hanover, NH 03755",43.70195830000001,-72.2889045
"St Davids, PA 19087",40.0409428,-75.37852339999999
"Washington, DC 20057",38.9079399,-77.0717165
"Indiana, PA 15705",40.61757610000001,-79.1583807
"Baltimore, MD 21210",39.3566383,-76.6354952
"New York, NY 10004",40.7038704,-74.0138541
"New York, NY 10004",40.7038704,-74.0138541
"New York, NY 10004",40.7038704,-74.0138541
"Newark, NJ 07102",40.7350747,-74.17390569999999
"New York, NY 10003",40.7322535,-73.9874105
"Flagstaff, AZ 86011",35.19054029999999,-111.653403
"San Marcos, CA 92069",33.1630271,-117.1617685
"Scranton, PA 18510",41.4089391,-75.64117499999999
"Wingate, NC 28174",34.9843176,-80.4492319
"Glenside, PA 19038",40.0999077,-75.1527928
"Kansas City, MO 64145",38.8817227,-94.5985613
"Maryville, TN 37804",35.7830899,-83.91089680000002
"Seattle, WA 98119",47.6384586,-122.3674079
"Loch Sheldrake, NY 12759",41.775259,-74.6576091
"Tucson, AZ 85721",32.2332841,-110.9488008
"Lafayette, LA 70504",30.2148762,-92.0193606
"North Dartmouth, MA 02747",41.640396,-70.9694555
"Petersburg, FL 33701",27.7696063,-82.6321376
"Los Angeles, CA 90089",34.0220127,-118.2892046
"Spartanburg, SC 29303",34.9803527,-81.9425701
"Hamilton, NY 13346",42.8270136,-75.5446238
"Grand Junction, CO 81501",39.075059,-108.5522531
"Philadelphia, PA 19130",39.9682609,-75.1749671
"Hays, KS 67601",38.8791783,-99.3267702
"North Adams, MA 01247",42.70091499999999,-73.1087148
"Galloway, NJ 08205",39.4728755,-74.4642861
"Galloway, NJ 08205",39.4728755,-74.4642861
"Springfield, MA 01109",42.1237147,-72.5500596
"Stanford, CA 94305",37.4135757,-122.1689284
"Boston, MA 02125",42.3157363,-71.0527482
"Bend, OR 97701",44.0581728,-121.3153096
"Salina, KS 67401",38.8402805,-97.61142369999999
"Brooklyn, NY 11201",40.6986772,-73.9859414
"Brooklyn, NY 11201",40.6986772,-73.9859414
"Oberlin, OH 44074",41.2939386,-82.21737859999999
"Ada, OH 45810",40.7694969,-83.8227148
"Media, PA 19063",39.9167783,-75.387693
"University Center, MI 48710",43.5595162,-83.99447769999999
"Athens, GA 30602",33.954258,-83.37493219999999
"Orem, UT 84058",40.2814786,-111.7733902
"Detroit, MI 48221",42.4349152,-83.15417959999999
"La Mirada, CA 90639",33.90528219999999,-118.0179682
"Carson, CA 90747",33.8641714,-118.2558801
"Los Angeles, CA 90032",34.0795169,-118.1766294
"Bend, OR 97701",44.0581728,-121.3153096
"St Joseph, MO 64507",39.7305994,-94.7381013
"St Joseph, MO 64507",39.7305994,-94.7381013
"Cresson, PA 16630",40.4597938,-78.59168369999999
"Murray, KY 42071",36.6189712,-88.3044908
"Portsmouth, OH 45662",38.7317431,-82.9976742
"St Louis, MO 63121",38.7102377,-90.3042778
"Arlington, TX 76019",32.7307465,-97.11640129999999
"Sacramento, CA 95819",38.5678631,-121.4399041
"Framingham, MA 01701",42.3240042,-71.4536835
"Augusta, GA 30912",33.4706725,-81.9861463
"Augusta, GA 30912",33.4706725,-81.9861463
"Grove City, PA 16127",41.15783769999999,-80.08867029999999
"Hempstead, NY 11549",40.7132609,-73.62247289999999
"Arlington, VA 22207",38.9105302,-77.1197521
"Murfreesboro, TN 37132",35.8434555,-86.3706605
"Portsmouth, OH 45662",38.7317431,-82.9976742
"Salina, KS 67401",38.8402805,-97.61142369999999
"Tallahassee, FL 32306",30.4407853,-84.2883519
"Palatine, IL 60067",42.1112958,-88.0607565
"Ames, IA 50011",42.0288663,-93.64803069999999
"Spartanburg, SC 29301",34.9306384,-82.0189155
"Manchester, NH 03101",42.9901899,-71.4625883
"West Haven, CT 06516",41.2705484,-72.9469711
"Hamilton, NY 13346",42.8270136,-75.5446238
"Wichita Falls, TX 76308",33.8511616,-98.544636
"New York, NY 10003",40.7322535,-73.9874105
"Chicago, IL 60605",41.8703314,-87.62357420000001
"Orono, ME 04469",44.9024546,-68.6638413
"Missoula, MT 59812",46.861557,-113.9842701
"Greenville, NC 27858",35.5371999,-77.3209555
"Atlanta, GA 30332",33.7700012,-84.3811458
"Palatine, IL 60067",42.1112958,-88.0607565
"Hickory, NC 28601",35.7655407,-81.32893969999999
"West Long Branch, NJ 07764",40.2897287,-74.0241367
"Powell, WY 82435",44.7538408,-108.7573525
"Old Westbury, NY 11568",40.788109,-73.59474589999999
"Old Westbury, NY 11568",40.788109,-73.59474589999999
"Marshall, MN 56258",44.448423,-95.79119159999999
"Blue Ash, OH 45236",39.2123057,-84.4015075
"Denton, TX 76203",33.2090389,-97.15343899999999
"Oroville, CA 95965",39.5137752,-121.556359
"Manchester, NH 03106",43.0802842,-71.4536835
"Erie, PA 16546",42.1061566,-80.0503489
"New York, NY 10003",40.7322535,-73.9874105
"Claremont, CA 91711",34.1707374,-117.702148
"Statesboro, GA 30460",32.4259367,-81.7828033
"Ann Arbor, MI 48109",42.3053253,-83.6694169
"Martinez, CA 94553",38.0193657,-122.1341321
"Martinez, CA 94553",38.0193657,-122.1341321
"Martinez, CA 94553",38.0193657,-122.1341321
"Oceanside, CA 92056",33.192168,-117.3028803
"Rocky Mount, NC 27804",36.000632,-77.8481628
"Athens, OH 45701",39.3292396,-82.1012554
"Pittsburgh, PA 15222",40.4475255,-79.9933976
"Lewiston, ME 04240",44.0939499,-70.1582944
"Weatherford, OK 73096",35.5261633,-98.7075744
"Canyon, TX 79016",34.9808062,-101.9155523
"Mobile, AL 36608",30.6784935,-88.3433623
"Scranton, PA 18509",41.4272224,-75.6499025
"Rochester, NY 14623",43.0915814,-77.6421577
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Morgantown, WV 26506",39.654181,-79.9594886
"Tuscaloosa, AL 35487",33.207199,-87.5482025
"Montevallo, AL 35115",33.1006746,-86.86415579999999
"Austin, TX 78712",30.2835151,-97.73488049999999
"Conway, SC 29528",33.84,-79.05
"Pullman, WA 99164",46.7287207,-117.1542742
"Berry, GA 30149",34.290361,-85.189199
"Providence, RI 02912",41.8265437,-71.4013635
"Worcester, MA 01610",42.25319959999999,-71.8185895
"Elgin, IL 60123",42.0361546,-88.314212
"Worcester, MA 01610",42.25319959999999,-71.8185895
"Chicago, IL 60614",41.9203468,-87.6433139
"Reno, NV 89557",39.5445866,-119.8167317
"Wichita, KS 67260",37.7162538,-97.2983363
"Riverside, CA 92506",33.9415653,-117.3733989
"Stanford, CA 94305",37.4135757,-122.1689284
"Reno, NV 89557",39.5445866,-119.8167317
"Norman, OK 73019",35.1879507,-97.4421919
"Tampa, FL 33620",28.0634666,-82.4129729
"Washington, PA 15301",40.17396,-80.2461714
"Whittier, CA 90608",33.9807825,-118.035064
"Stevenson, MD 21153",39.4178315,-76.7019038
"Newport News, VA 23606",37.0672839,-76.514138
"Pocatello, ID 83209",42.8612627,-112.4340616
"New Orleans, LA 70118",29.9450835,-90.1261013
"Knoxville, TN 37996",35.9433558,-83.93869910000001
"Forest Grove, OR 97116",45.526998,-123.1211134
"Boston, MA 02115",42.339904,-71.0898892
"University Park, PA 16802",40.8084075,-77.8638835
"Cookeville, TN 38505",36.1755178,-85.5039271
"Colorado Springs, CO 80918",38.9043608,-104.7637619
"Hempstead, NY 11549",40.7132609,-73.62247289999999
"Bronx, NY 10468",40.8687887,-73.8977693
"Whittier, CA 90608",33.9807825,-118.035064
"Waltham, MA 02454",42.416968,-71.25249910000001
"Santa Clarita, CA 91355",34.4400287,-118.5914696
"New York, NY 10027",40.8138912,-73.96243270000001
"Geneva, NY 14456",42.8679836,-76.985557
"Kingston, RI 02881",41.4787737,-71.5219477
"Stillwater, OK 74078",36.1198996,-97.0888415
"Stillwater, OK 74078",36.1198996,-97.0888415
"Albany, NY 12222",42.6907733,-73.8279381
"Chattanooga, TN 37403",35.0496723,-85.2955242
"Bend, OR 97701",44.0581728,-121.3153096
"Denton, TX 76203",33.2090389,-97.15343899999999
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Muncie, IN 47306",40.1984632,-85.4136959
"Bronx, NY 10471",40.8971509,-73.9065883
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"New York, NY 10027",40.8138912,-73.96243270000001
"Seattle, WA 98122",47.6087583,-122.2964235
"Chicago, IL 60607",41.8733696,-87.650714
"Eureka, IL 61530",40.7214251,-89.2728627
"Eureka, IL 61530",40.7214251,-89.2728627
"Louisville, KY 40292",38.21692609999999,-85.7624992
"Mobile, AL 36688",30.6954595,-88.174414
"Mobile, AL 36688",30.6954595,-88.174414
"San Luis Obispo, CA 93407",35.3041998,-120.6631289
"Augusta, GA 30912",33.4706725,-81.9861463
"Houston, TX 77002",29.752554,-95.37040089999999
"Houston, TX 77002",29.752554,-95.37040089999999
"Waco, TX 76798",31.5470221,-97.12432869999999
"Waco, TX 76798",31.5470221,-97.12432869999999
"Waco, TX 76798",31.5470221,-97.12432869999999
"Fall River, MA 02720",41.7359452,-71.1151431
"Pomona, CA 91768",34.0648167,-117.7783831
"Fullerton, CA 92831",33.881922,-117.8956062
"Los Angeles, CA 90032",34.0795169,-118.1766294
"Los Angeles, CA 90032",34.0795169,-118.1766294
"Durham, NC 27708",35.9992263,-78.94720889999999
"Augusta, GA 30912",33.4706725,-81.9861463
"Augusta, GA 30912",33.4706725,-81.9861463
"Statesboro, GA 30460",32.4259367,-81.7828033
"Statesboro, GA 30460",32.4259367,-81.7828033
"Statesboro, GA 30460",32.4259367,-81.7828033
"Arcata, CA 95521",40.8665166,-124.0828396
"Bloomington, IN 47405",39.1714266,-86.51860219999999
"Baltimore, MD 21218",39.3322127,-76.6008334
"Southfield, MI 48075",42.4595697,-83.2398943
"Baton Rouge, LA 70803",30.41,-91.17999999999999
"Milwaukee, WI 53201",43.03,-87.92
"East Lansing, MI 48825",42.7293339,-84.4709918
"Mississippi State, MS 39762",33.45622,-88.79570799999999
"Athens, OH 45701",39.3292396,-82.1012554
"Corvallis, OR 97331",44.5642722,-123.2785942
"New York, NY 10001",40.75368539999999,-73.9991637
"Huntsville, TX 77341",30.7146623,-95.5502437
"Huntsville, TX 77341",30.7146623,-95.5502437
"Sewanee, TN 37383",35.1993549,-85.9236633
"Norman, OK 73019",35.1879507,-97.4421919
"St Paul, MN 55105",44.9330076,-93.16290629999999
"San Diego, CA 92110",32.7657318,-117.199996
"Columbia, SC 29208",33.9963052,-81.027157
"Chattanooga, TN 37403",35.0496723,-85.2955242
"Logan, UT 84322",41.6577331,-111.8434441
"Lexington, VA 24450",37.78402080000001,-79.4428157
"Blacksburg, VA 24061",37.22094939999999,-80.42280099999999
"Bellingham, WA 98225",48.7562157,-122.4894588
"Alma, MI 48801",43.3789199,-84.6597274
"Alma, MI 48801",43.3789199,-84.6597274
"Knoxville, TN 37996",35.9433558,-83.93869910000001
"Lexington, KY 40506",38.01961379999999,-84.4994488
"Potsdam, NY 13699",44.6672622,-74.9939469
"Potsdam, NY 13699",44.6672622,-74.9939469
"Emporia, KS 66801",38.403903,-96.18166260000001
"Augusta, GA 30912",33.4706725,-81.9861463
"Indiana, PA 15705",40.61757610000001,-79.1583807
"Indiana, PA 15705",40.61757610000001,-79.1583807
"Manhattan, KS 66506",39.1998042,-96.581008
"Oxford, OH 45056",39.5069974,-84.74523099999999
"Forest Grove, OR 97116",45.526998,-123.1211134
"Winter Park, FL 32789",28.5950986,-81.3509416
"Syracuse, NY 13244",43.04782609999999,-76.1432291
"College Station, TX 77843",30.6096445,-96.33959209999999
"Oshkosh, WI 54901",44.0291228,-88.49849909999999
"Winston-Salem, NC 27109",36.1341553,-80.2781262
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"Storm Lake, IA 50588",42.6430359,-95.2019399
"Salisbury, NC 28144",35.6999973,-80.4660256
"Allendale, MI 49401",42.9674954,-85.95089229999999
"Salina, KS 67401",38.8402805,-97.61142369999999
"Norfolk, VA 23529",36.8860765,-76.30805699999999
"Norfolk, VA 23529",36.8860765,-76.30805699999999
"Delhi, NY 13753",42.27814009999999,-74.91599459999999
"Selinsgrove, PA 17870",40.7989735,-76.8621935
"Orlando, FL 32816",28.6013431,-81.20092869999999
"Reno, NV 89557",39.5445866,-119.8167317
"Reno, NV 89557",39.5445866,-119.8167317
"Valparaiso, IN 46383",41.4730948,-87.0611412
"Ogden, UT 84408",41.1952366,-111.9484298
"Lubbock, TX 79409",33.5886439,-101.8820434
"Columbus, OH 43209",39.9556925,-82.9340217
"Spokane, WA 99258",47.66684009999999,-117.4041584
"Oxford, OH 45056",39.5069974,-84.74523099999999
"Potsdam, NY 13676",44.6697805,-74.9813084
"Manchester, NH 03102",43.0073961,-71.49523719999999
"Kapolei, HI 96707",21.3353909,-158.0568965
"Charlotte, NC 28223",35.3064021,-80.7332216
"Dahlonega, GA 30597",34.5287785,-83.9843467
"Morgantown, WV 26506",39.654181,-79.9594886
"Morgantown, WV 26506",39.654181,-79.9594886
"Fulton, MO 65251",38.84670819999999,-91.94795859999999
"New York, NY 10001",40.75368539999999,-73.9991637
"Salem, MA 01970",42.5235097,-70.89523369999999
"Bethany, WV 26032",40.205627,-80.55673840000001
"Fresno, CA 93740",36.8129075,-119.7469472
"Flint, MI 48504",43.0528038,-83.75178509999999
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Ithaca, NY 14853",42.4467049,-76.48305789999999
"Rolla, MO 65409",37.9552246,-91.7727479
"Eugene, OR 97403",44.0350489,-123.0473566
"Toledo, OH 43606",41.6735366,-83.624201
"Pullman, WA 99164",46.7287207,-117.1542742
"Oxford, GA 30054",33.6190031,-83.8674051
"Murfreesboro, TN 37132",35.8434555,-86.3706605
"Irvine, CA 92697",33.6471239,-117.8421325
"Greeley, CO 80639",40.4075503,-104.6857493
"Tulsa, OK 74104",36.142324,-95.956825
"Charlottesville, VA 22904",38.0340277,-78.510016
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Boone, NC 28608",36.2139148,-81.6795209
"Montgomery, AL 36124",32.37,-86.3
"Muncie, IN 47306",40.1984632,-85.4136959
"Philadelphia, PA 19130",39.9682609,-75.1749671
"Philadelphia, PA 19130",39.9682609,-75.1749671
"Fort Myers, FL 33965",26.4588273,-81.7622951
"Miami, FL 33199",25.7538975,-80.3770443
"Fairfax, VA 22030",38.84622359999999,-77.30637329999999
"Fairfax, VA 22030",38.84622359999999,-77.30637329999999
"Wichita Falls, TX 76308",33.8511616,-98.544636
"New York, NY 10003",40.7322535,-73.9874105
"Raleigh, NC 27695",35.7850545,-78.68194489999999
"Naperville, IL 60540",41.7606321,-88.1437782
"Natchitoches, LA 71497",31.76,-93.08999999999999
"Bend, OR 97701",44.0581728,-121.3153096
"Claremont, CA 91711",34.1707374,-117.702148
"Marshall, MN 56258",44.448423,-95.79119159999999
"Corpus Christi, TX 78412",27.700785,-97.3462545
"Towson, MD 21252",39.3929109,-76.6080554
"Los Angeles, CA 90089",34.0220127,-118.2892046
"Charlottesville, VA 22904",38.0340277,-78.510016
"Wheaton, IL 60187",41.8745267,-88.1193763
"Charlottesville, VA 22904",38.0340277,-78.510016
"San Rafael, CA 94901",37.9650627,-122.503327
"San Marcos, CA 92069",33.1630271,-117.1617685
"Abington, PA 19001",40.1313817,-75.1370254
"Pittsburg, KS 66762",37.410884,-94.70496
"Storrs, CT 06269",41.8193203,-72.2511833
"Honolulu, HI 96822",21.3175493,-157.8152491
"Tampa, FL 33606",27.926156,-82.4563199
"Tampa, FL 33606",27.926156,-82.4563199
"West Chester, PA 19383",39.9506815,-75.60116719999999
"Monmouth, OR 97361",44.8484524,-123.2339888
"Winona, MN 55987",44.0553908,-91.6663523
"Rock Hill, SC 29733",34.939652,-81.03267950000001
"New York, NY 10010",40.7388319,-73.98153370000001
"Belmont, NC 28012",35.2429175,-81.037297
"St Paul, MN 55104",44.9516643,-93.16290629999999
"Knoxville, TN 37998",35.9343523,-83.74979359999999
"Bristol, RI 02809",41.6771101,-71.26620249999999
"La Jolla, CA 92093",32.88435520000001,-117.2338066
"University, MS 38677",34.367641,-89.5391483
"Bluffton, SC 29909",32.3319107,-80.8875861
"Hattiesburg, MS 39406",31.32884159999999,-89.3315894
"West Chester, PA 19383",39.9506815,-75.60116719999999
"West Chester, PA 19383",39.9506815,-75.60116719999999
"Sacramento, CA 95819",38.5678631,-121.4399041
"Grand Junction, CO 81501",39.075059,-108.5522531
"Frostburg, MD 21532",39.6581424,-78.92835699999999
"Marion, AL 36756",32.6323536,-87.3191655
"Las Cruces, NM 88003",32.2777551,-106.7455792
"Queens, NY 11367",40.7295546,-73.8213213
"Queens, NY 11439",40.7213264,-73.7941163
"Little Rock, AR 72204",34.7179437,-92.3714901
"Memphis, TN 38152",35.1242857,-89.9360705
"Denton, TX 76203",33.2090389,-97.15343899999999
"College Place, WA 99324",46.04694560000001,-118.3875722
"Cullowhee, NC 28723",35.3137111,-83.1765333
"Charleston, SC 29424",32.7830575,-79.9365839
"Fayetteville, NC 28301",35.06375209999999,-78.8722341
"Kent, OH 44242",41.15375,-81.35127
"New York, NY 10021",40.7700703,-73.9580246
"West Lafayette, IN 47906",40.4258686,-86.90806549999999
"Warrensburg, MO 64093",38.7627893,-93.73604979999999
"Orono, ME 04469",44.9024546,-68.6638413
"North Dartmouth, MA 02747",41.640396,-70.9694555
"Portland, ME 04104",43.6599999,-70.27
"Bothell, WA 98011",47.759038,-122.202107
"Virginia Beach, VA 23464",36.7973473,-76.18996609999999
"El Paso, TX 79968",31.77016069999999,-106.5047596
"Victorville, CA 92392",34.4854334,-117.4203974
"College Place, WA 99324",46.04694560000001,-118.3875722
"Long Island City, NY 11101",40.7443091,-73.9418603
"Elizabethtown, PA 17022",40.1528719,-76.6027455
"Tallahassee, FL 32306",30.4407853,-84.2883519
"East Lansing, MI 48824",42.724305,-84.4796047
"East Lansing, MI 48824",42.724305,-84.4796047
"Millersville, PA 17551",39.9978764,-76.3541274
"Colorado Springs, CO 80918",38.9043608,-104.7637619
"Philadelphia, PA 19102",39.9556241,-75.1647529
"Platteville, WI 53818",42.73416,-90.4784621
"Richmond, VA 23284",37.5481822,-77.4533454
"Palatine, IL 60067",42.1112958,-88.0607565
"Old Westbury, NY 11568",40.788109,-73.59474589999999
"Stevens Point, WI 54481",44.52357920000001,-89.574563
"Stevens Point, WI 54481",44.52357920000001,-89.574563
"Atlanta, GA 30332",33.7700012,-84.3811458
"Andover, MA 01810",42.6568574,-71.1407888
"Detroit, MI 48221",42.4349152,-83.15417959999999
"Westfield, MA 01086",42.11429770000001,-72.74843109999999
"Martinez, CA 94553",38.0193657,-122.1341321
"Tacoma, WA 98402",47.2529105,-122.4417426
"Martinez, CA 94553",38.0193657,-122.1341321
"Pasadena, CA 91106",34.1456654,-118.1268976
"Clinton, NY 13323",43.0484029,-75.3785034
"Wise, VA 24293",36.9759345,-82.5757108
"Waltham, MA 02452",42.3944416,-71.2220832
"Lamoni, IA 50140",40.622777,-93.9341158
"Oceanside, CA 92056",33.192168,-117.3028803
"Syracuse, NY 13244",43.04782609999999,-76.1432291
"Victoria, TX 77901",28.80663839999999,-96.99609249999999
"Staten Island, NY 10314",40.5952146,-74.1827119
"Nashville, TN 37240",36.1457192,-86.8066559
"Storm Lake, IA 50588",42.6430359,-95.2019399
